Выписки из летописей и разрядных книг за 1574-1619 гг.|РГБ, собр. И. Д. Беляева № 21 (1528)|Выписки из Космографии и из русских летописей, XVII в., 4о, 174 л. л. 124. Выписки из разрядных книг и и летописей, с 1574 по 1619 гг.||Викторов А.Е. Собрание рукописей И.Д. Беляева. М., 1881. С. 13.
Летописец за 1562-1621 гг.|РНБ, Q.XVII.67|Рукопись скорописная начало XVII в., 234 л. Летописец с 7070 (1562) по 7129 (1621) год, в коем записана чья-то биография (может быть собирателя сей книги), состоящая в беспрестанных переходах из одного монастыря в другой, наиболее северной Руси.||Калайдович К., Строев П. Обстоятельное описание славяно-российских рукописей, хранящихся в библиотеке тайного советника, сенатора, двора его императорского величества действительного каммергера и кавалера графа Ф. А. Толстова. М., 1825. С. 343. № 195.
Описание некоторых российских происшествий за 1560-1629 гг.|РНБ, Q.XVII.63|Рукопись полууставная и скорописная XVII в., на 261 л. Текст начинается на л. 224.||Калайдович К., Строев П. Обстоятельное описание славяно-российских рукописей, хранящихся в библиотеке тайного советника, сенатора, двора его императорского величества действительного каммергера и кавалера графа Ф. А. Толстова. М., 1825. С. 249. № 66.
Летописный отрывок за 1558-1626 гг.|РНБ, собр. М. П. Погодина № 1563|Сборник из 20 отрывков, 4о, 134 лл. л. 101. Летописный отрывок, начинающийся 7066 (1558) годом, известием о взятии немецкого города Юрьева, и оканчивающийся 7134 (1526) годом, ивестием о землетрясении, бывшем во всем Помории, на Соловках, в устье Колы и н||Бычков А. Ф. Описание славянских и русских рукописных сборников Императорской публичной библиотеки. Вып. 1. СПб., 1878. С. 104.
Летописный отрывок с российскими происшествиями за 1557-1613 гг.|РНБ, F.IV.217|Рукопись скорописная разных почерков, конца XVII в., на 269 л.|Текст начинается на л. 216|Калайдович К., Строев П. Обстоятельное описание славяно-российских рукописей, хранящихся в библиотеке тайного советника, сенатора, двора его императорского величества действительного каммергера и кавалера графа Ф. А. Толстова. М., 1825. С. 108. № 188.
Летописец с 1557 по 1592 гг.|РНБ, Q.XVII.67|начало XVII в., на 234 л., скоропись. |Текст начинается на л. 210|Калайдович К., Строев П. Обстоятельное описание славяно-российских рукописей, хранящихся в библиотеке тайного советника, сенатора, двора его императорского величества действительного каммергера и кавалера графа Ф. А. Толстова. М., 1825. С. 352. № 195
Летописные известия за 1550-1577|Антониево-Сийский монастырь № 85 (1943) (у Викторова)|конец XVII в., ок. 250 л.||Викторов А. Е. Описи рукописных собраний в книгохранилищах Северной России. Издание Археографической комиссии. СПб., 1890. С. 85.
Выписки из летописи о военных походах Ивана III|РНБ, собр. М. П. Погодина № 1607|Сборник XVII в., 4о, 52 л. Выписки из летописи: кто были в 7018 году посланы в Псков приводить Пскович к целованию; перечисление лиц, сопровождавших великого князя Ивана Васильевича, когда он 22 октября 6984 года поехал в свою вотчину в Великий Новгород м||Бычков А. Ф. Описание славянских и русских рукописных сборников Императорской публичной библиотеки. Вып. 1. СПб., 1878. С. 336.
Летописный отрывок с российскми присшествиями 1509-1605 гг.||Конец 17 в., на 269 л.,  скоропись разных почерков. Текст начинается с л. 240.||Калайдович К., Строев П. Обстоятельное описание славяно-российских рукописей, хранящихся в библиотеке тайного советника, сенатора, двора его императорского величества действительного каммергера и кавалера графа Ф. А. Толстова. М., 1825. С. 109. № 188.
Отрывок из летописца русского о новгородских еретиках и о прочем с 1493 по 1499 гг.|РНБ, СПбДА № 304|Сборник, XVII в. 348 л. Текст расположен на л. 39-41.||Родосский А. С. Описание 432 рукописей, принадлежащих Санкт-Петербургской духовной Академии. СПб., 1894. С. 301.
Летописный отрывок за 1491-1592 гг.|РНБ, Q.XVII.67|XVII в., 234 л., скоропись. Отрывок начинается на л. 8.|Начинается с л. 8|Калайдович К., Строев П. Обстоятельное описание славяно-российских рукописей, хранящихся в библиотеке тайного советника, сенатора, двора его императорского величества действительного каммергера и кавалера графа Ф. А. Толстова. М., 1825.  С. 343. № 195.
Отрывок летописца за 1452-1613 гг.|РНБ, F.I.222|Рукопись скорописная конца XVII в., 125 л.|О великом княжении руском|Калайдович К., Строев П. Обстоятельное описание славяно-российских рукописей, хранящихся в библиотеке тайного советника, сенатора, двора его императорского величества действительного каммергера и кавалера графа Ф. А. Толстова. М., 1825.  С. 172. № 270.
Летописный отрывок за 1425-1447 гг.||Конец XV в., 4о, 476 л., скоропись разных почерков. Текст начинается с л. 104 об.|Память из Летописца (на поле - из Новгородского), от княжения Великого князя Василия Васильевича, Володимерьскаго и Новогородского и всея Руси самодержца.|Общ. Ист. № 189. С 66.
Выписки из летописей и разрядных книг за 1421-1617 гг. |РНБ, собр. М. П. Погодина № 1623|Сборник XVIII в., 2о, 107 л.|Л. 73. Выписки из летописей и разрядных книг. Начинаются с 6929 г., с ивестия о приходе царя Ахмата к реке Угре, и кончаются 7123-7125 годами.|Бычков А. Ф. Описание славянских и русских рукописных сборников Императорской публичной библиотеки. Вып. 1. СПб., 1878. С. 398.
История России|собр. Археографической комиссии № 19|Скорпоись XVIII в., 2о, 212 л. На заглавном листе вместо заглавия: "Сия книга Троицкой комерческой экспедиции экспедиционной воинской командыы господина прапорщика Андрея Антоновича Бельвица, подписана в 1786 году." л. 1. Краткое географическое и политиче||Барсуков Н. П. Рукописи Археографической комиссии. 1882. С. 6.
Выписки из Степенной книги|Парижская королевская библиотека № 14. |2о, XVIII в., на 164 л., мелкая скоропись. В описи числится как Степенная книга. Эта рукопись, собственно не книга Степенная, а выписка из нее.||Строев С. Описание памятников славяно-русской литературы, хранящихся в публичных библиотеках Германии и Франции. М., 1841. С. 96.
Степенная книга|Чертков I 4/9|Устав XVI в||
Степенняа книга|Вольфенбютельская библиотека №210|XVII в., 1675 л., скоропись. ||Строев С. Описание памятников славяно-русской литературы, хранящихся в публичных библиотеках Германии и Франции. М., 1841. № 40. С. 96.
Степенная книга|РНБ, собр. А. А. Титова № 2853|начало XVIII в., 4о, 632 л., мелкий полуустав.||Титов А. А. Охранный каталог славяно-русских рукописей А. А. Титова. Вып. IV. 2853. С. 16
Степенная книга|РНБ, собр. А. А. Титова № 3441|XVII в., 2о, 386 л., полуустав.||Титов А. А. Охранный каталог славяно-русских рукописей А. А. Титова. Вып. IV. 3441. С. 65
Свод печатной степенной книги с рукописной|РГБ, собр. Н. П. Румянцева № 418|Свод печатной Степенной книги с рукописною, взятою из Библиотеки графа Федора Андреевича Толстого под № 61 со внесением при поверке всех пропусков, означаемых здесь подчеркнутыми линиями, учиненный по приказанию его сиятельства государственного канцлера в||Востоков А. Х. Описание русских и словенских рукописей Румянцевского музеума. СПб., 1842. С. 648-649.
Степенная книга (сокращенная)|РГБ, собр. Н. П. Румянцева № 415.|конца XVI или нач. XVII в., 8о, 793 л., скоропись и полуустав. Степенная книга сокращение, со вставками из летописцев.||Востоков А. Х. Описание русских и словенских рукописей Румянцевского музеума. СПб., 1842. С. 644.
Степенная книга|РГБ, собр. Н. П. Румянцева № 414|XVII в., 790 л., скоропись. Житие Ольги и слово похвальное ей, как в печатной Степенной. ||Востоков А. Х. Описание русских и словенских рукописей Румянцевского музеума. СПб., 1842. С. 644.
Степенная книга |РГБ, собр. Н. П. Румянцева № 413|XVII в., 1189 л., полуустав и скоропись разных почерков. Степенная книга с присовокуплением Нового летописца и других исторических статей. В конце - статьи о перенесении мощей св. Ольги, где в печатн. Степ. Кн. на стр. 43 после слов: "Царя и великаго княз||Востоков А. Х. Описание русских и словенских рукописей Румянцевского музеума. СПб., 1842.  С. 640.
Степенная книга||4о, 142 л., оконченная припиской "декабря 1 дня 1759 году". Рукопись начинается рассказом о взятии царства Сибирского: "В начале убо книги сея о взятии царствия сибирскаго нача писатися в 92 (7092=1584) году и до днесь". Оканчивается избранием Михаила Фео| |Петров Н. И. Описание рукописей церковно-археологического музея при Киевской духовной академии. Вып. 1. Киев, 1875. № 185. С. 142.
Отрывки из степенной книги, с другими статьями||XVIII в., 4о, 40 л. Рукопись поступила от Е. Барсова.||Петров Н. И. Описание рукописей церковно-археологического музея при Киевской духовной академии. Вып. 1. Киев, 1875. № 186 (о.4.50). С. 142.
Степенная книга||первая четверть XVIII в., 2о, 215 л. Принадлежавшая некогда стольнику Гуру Трегубову и поступившая в Музей от М. Трегубова. Содержит выписки из Нижегородского летописца и генеалогию дворян Трегубовых.||Петров Н. И. Описание рукописей церковно-археологического музея при Киевской духовной академии. Вып. 1. Киев, 1875. № 187 (Муз. 59). С. 143.
Степенная книга, оканчивающаяся 1727 годом||XVIII в., 2о, 553 л. Степенная книга, оканчивающаяся 1727 г., царствованием Петра II, с предисловными виршами.||Петров Н. И. Описание рукописей церковно-археологического музея при Киевской духовной академии. Вып. 1. Киев, 1875. № 188 (о.л.24). С. 143.
Степенная книга|РНБ, собр. А. А. Титова № 1967|XVIII в., 2о, 442 л., скоропись.||Титов А. А. Охранный каталог славяно-русских рукописей А. А. Титова. Вып. III. № 1967. С. 35.
Степенная книга|РНБ, собр. Софийской библиотеки № 1378|||
Степенная книга|РНБ, F.IV.597|начало XVIII в., 2о, 616 л. Степенная книга. Составленная из разных летописцев, едва ли не в Киеве. Она разделяется на степени (их 16-ть) и царства (которых 10). Последнее 26 царство государя нашего царя и великого князя Петра (Второго) Алексеевича, всея ||Отчет Императорской публичной библиотеки за 1878 г. С. 11-12
Степенная книга|РНБ, F.IV.596|XVII в., 2о, 643 л., скоропись. Кончается 17-ою степенью, о царе Иоанне Васильевиче и последующими событиями вне степеней до избрания на царство Михаила Феодоровича включительно. Внизу первых листов запись: "Сия книга, глаголемая гранограф советника князь|Книга Сепенная царского родословия, иже в Русстей земли в благочестии просиявших богоутвержденных скипетродержателей, иже бяху от Бога яко райская древеса, насаждени при исходящих вод |Отчет Императорской публичной библиотеки за 1878 г. С. 10-11.
Степенная книга|РГАДА, МГАМИД № 181/293|XVI и XVII вв., 426 л., полуустав и скорпись. л. 8. Книга Степенная царского Родословия, прерывающаяся княжением Александра Невского.||
Степенная книга||Степенная книга, писанная в 1551 году превосходным письмом, по которому равно как и бумаге можно думать, что сия рукопись двору принадлежала . В лист, № 287. XVI в.||Каразин В.  Каталог славяно-российским рукописям (погибшим в 1812 году) профессора Баузе. - Чтения МОИДР, 1862, кн. V. С. 69. 
Степенная книга||XVII в., 2о, рукопись Козельской опричной пустыни||Леонид (Кавелин). Обозрение рукописей и старопечатных книг в книгохранилищах монастырей, городских и сельских церквей Калужской епархии. М., 1865. № 4. С. 42.
Степенная книга||вторая половина XVII в., 2о, 811 л., скоропись. Рукопись библиотеки Антониева Сийского монастыря. Продолжается до 1630 г. К концу рукописи (л. 812-898) присоединена краткая Родословная книга. Запись: "В 7201 (1692) году 20 сентября дана вкладу в Сийский м||Строев, П.М. Библиологический словарь и черновые к нему материалы / под ред. А.Ф. Бычкова. СПб., 1882. С.438.
Степенная книга||конец XVII в., 2о, 645 л., скоропись. Из библиотеки Антониева Сийского монастыря. Оканчивается 17-ой степенью 26-ю главой. К концу рукописи (л. 646-701) присоединено житие св Александра Невского.||Строев, П.М. Библиологический словарь и черновые к нему материалы / под ред. А.Ф. Бычкова. СПб., 1882. С. 438.
Степенная книга||XVII в., 771 л., скоропись. Из библиотеки Антониева Сийского монастыря. Дана в качестве вклада от игумена Антониево-Сийский монастыря Феодосия. Содержит 18 степеней и продолжается до 1647 года.||Строев, П.М. Библиологический словарь и черновые к нему материалы / под ред. А.Ф. Бычкова. СПб., 1882.  С.438
Степенная книга||XVII в., 683л., скоропись. Из Библиотеки Антониева Сийского монастыря, крупная скорописьОканчивается 26 главой 17 степени. К концу (л. 684-748) присоединено житие Александра Невского.||Строев, П.М. Библиологический словарь и черновые к нему материалы / под ред. А.Ф. Бычкова. СПб., 1882. С.438.
Степенная книга|Отд. I. №№ 66, 170, 171, 183, 237, 245, 300; Отд. II № 282, 354, 399; Отд. IV № 47|11 списков бывшей библиотеки графа Толстого, шифры указаны по старой нумерации до включения собрания в ОСРК ОР РНБ.||Строев, П.М. Библиологический словарь и черновые к нему материалы / под ред. А.Ф. Бычкова. СПб., 1882. С.438.
Степенная книга|ГИМ, Синодальное собр. № 277|XVII в., 2о, 634 л.  Поступила в 1695 году после смерти патриаршего казначея иеромонаха Паисия Сийского. Ей пользовался Карамзин. Степенная книга в 16 степеней, а 17-ая не дописана.||Строев, П.М. Библиологический словарь и черновые к нему материалы / под ред. А.Ф. Бычкова. СПб., 1882. С.438.
Краткое собрание из разных летописцев|ГИМ, Синодальное собрание № 293|XIX в., 587 л., 2о, нового письма. Содержит Краткое собрание от разных летописцев: о начале древнего славенскаго народа, и о наречии или прозвиши его, и о первоначальных князех российских и о наследниках державы благочестивыя, даже до настоящего времене д||Строев, П.М. Библиологический словарь и черновые к нему материалы / под ред. А.Ф. Бычкова. СПб., 1882.  С.438.
Степенная книга|Архангельское древлехранилище, Антониев Сийский монастырь|XVII в., 2о, 898. ||Архангельские епархиальные ведомости. 1906. №№ 10, 12-13.
Временник русский по степеням|РНБ, Q.XVII.72|XVII в., 308 л., скоропись нескольких почерков. Летописец, основанный на Степенной книге, Хронографе редакции 1512 г. и Казанском летописце. Вторая редакция данного текста.|Временник, сиречь Летописец |Калайдович К., Строев П. Обстоятельное описание славяно-российских рукописей, хранящихся в библиотеке тайного советника, сенатора, двора его императорского величества действительного каммергера и кавалера графа Ф. А. Толстова. М., 1825. С. 444. № 282.
Степенная книга|ГИМ, Музейское собрание № 945|Сборник, XVII в., 2о, 753 и 20 лл.||
Степенная книга (отрывок)||Сборник, XVIII в., 4о, 299 л., полуустав и скоропись разных рук. Текст отрывка начинается с л. 177. Нач. И се змий внезапу вышедъ из норы, потече по месту тому|От древняго писания, книга Степенная, степени 3. Видение царя Констянтина. |Описание рукописей князя Павла Петровича Вяземского. 1902. (ОЛДП. Издания. № 119). № 203. С. 381.
Степенная книга|РНБ, собр. СПбДА № 294 (288 по строй нумерации)|XVII в., 2о. ||Родосский А. С. Описание 432 рукописей, принадлежащих Санкт-Петербургской духовной Академии. СПб., 1894. С. 292-294.
Отрывки из степенной книги|РНБ, собр. М. П. Погодина № 1598|Сборник из четырех рукописей, 4о, 252 л. л. 185 об. Отрывки из Степенной книги: о рождении царя Иоанна Васильевича; поставление его на царство и брак с Анастасией Романовной; о взятии Астраханского царства; о покорении Сибирския земли.||Бычков А. Ф. Описание славянских и русских рукописных сборников Императорской публичной библиотеки. Вып. 1. СПб., 1878. С. 260
Отрывок из Степенной книги|ГИМ, Музейское собр. № 2347|Сборник, XVII-XVIII вв., 4о, 438 и 3 лл.||
Отрывок из Степенной книги|ГИМ, Музейское собр. 1388|Сборник, XVIII в., 2о, 809 л. Читается текст "Глава 60. О Владимире".||
Выписка из Степенной книги|РНБ, собр. М. П. Погодина № 1953|Сборник из семи рукописей, в 4о, 153 л. Текст отрывка начинается на л. 72. Нач. "Из Рюриковы степени. Еще бо граду Пскову не сущу" (Книга Степенная, ч. 1, стр. 6). Кончается словами: имяху же у себе перваго самодержца от Пруския земли князя Рюрика от рода|Выписано из Степенной Новгородской книги Софейского дому |Бычков А. Ф. Описание славянских и русских рукописных сборников Императорской публичной библиотеки. Вып. 1. СПб., 1878. С. 372
Степенная книга (отрывок)|РГБ, собр. Иосифо-Волоколамского монастыря № 228 (653)|XVII в., 8о, 444 л., скоропись. Разделена на четыре степени и столько же граней, начиная с одиннадцатой. Каждая степень, между прочим, подразделена на главы. Начинается митрополитом Алексием и оканчивается Феодосием.||Иосиф, иером. Опись рукописей перенесенных из библиотеки Иосифова монастыря в библиотеку Московской Духовной академии М., 1882. С. 293.
Степенная книга|Архангельская духовная семинария № 149 (у Викторова)|конец XVI в. и начало XVII в., 2о, 450 л., полуустав. Прерывается теми же словами, что и печатное издание Миллера. В конце - Житие Александра Невского и похвальное ему слово.||Викторов А. Е. Описи рукописных собраний в книгохранилищах Северной России. Издание Археографической комиссии. СПб., 1890. С. 33.
Степенная книга|Архангельская духовная семинария № 151 (у Викторова)|XVII в., 2о, около 500 листов, скоропись. Оканчивается также, как и печатное издание. Затем, житие Александра Невского.||Викторов А. Е. Описи рукописных собраний в книгохранилищах Северной России. Издание Археографической комиссии. СПб., 1890. С. 33.
Степенная книга|собрание Нежинского института № 50|XVII в., 2о, 774 л. полуустав и скоропись. Текст писан несколькими почерками. Большие заглавия вязью. Текст совпадает с печатным текстом Г. Миллера. Ч. 1 и 2. л. 1. Оглавление вещей обретающихся в книзе сей. Л. 3. Сказание о святем благочестии россйских н||Сперанский М. Н. Описание рукописей библиотеки Историко-филологического института князя Безборотко в г. Нежине. Нежин, 1900. С. 94.
Выписки из Степенной книги|РГБ, собр. И. Д. Белеява № 21 (1528)|Выписки из Космографии и русских летописей, XVII в., 4о, 174 л. Выписки начинаются с л. 50 призванием Рюрика и завершаются взятием г. Велиада при Иване IV во время Ливонской войны.|Л. 50. Выписки начинаются призванием Рюрика и оканчиваются взятием Ливонского города Велиада при Иване IV. |Викторов А.Е. Собрание рукописей И.Д. Беляева. М., 1881. С. 14.
Степенная книга|Архангельская духовная семинария № 150 (у Викторова)|XVII в., 2о, 500 л., полуустав. Оканчивается первым годом царствования Алексея Михайлович (1647). В конце царствования царя Ивана Васильевича, кроме окончания статьи, на которой прерывается издание Миллера, прибавлен рассказ о пленении Новгорода царем Ива||Викторов А. Е. Описи рукописных собраний в книгохранилищах Северной России. Издание Археографической комиссии. СПб., 1890. С. 33.
Степенная книга||середина XVIII в., 2о, 355 л., скоропись в два столбца. Оканчивается 14-ою степенью (л. 244). Далее с 246 листа рассказ о избавлении Москвы от Махмет-Гирея при Василии Ивановиче (Ст. кн. Степ. 16, гл. 16), затем выписки из Хронографа (ред. 1617 г.),  преи||Викторов А. Е. Каталог славяно-русских рукописей, приобретенных московским публичным и Румянцевским музеем в 1868 г. после Д. В. Пискарева. М., 1871.  С. 47. № 178.
Степенная книга (старой редакции)||XVI в., 4о, 1127 л., четкая скоропись. В начале помещены статьи "О начале славенороссийскаго народа и первоначальных князех". На обороте последнего листа, другим, но современным рукописи почерком написаны заметки о Русских событиях с 1554 по 1587 г. (о пр||Викторов А. Е. Каталог славяно-русских рукописей, приобретенных московским публичным и Румянцевским музеем в 1868 г. после Д. В. Пискарева. М., 1871.  С. 47. № 177
Выписка из Степенной книги|РНБ, собр. М. П. Погодина № 1598|Сборник из четырех рукописей, 4о, 252 л. Л. 205. Реестр книги сея. Л. 206. События государствования великого князя Иоанна III Васильевича с 6979 по 6988 год. Из Степенной книги.||Бычков А. Ф. Описание славянских и русских рукописных сборников Императорской публичной библиотеки. Вып. 1. СПб., 1878. С. 261.
Отрывки из Степенной книги|РНБ, собр. М. П. Погодина № 1598|Сборник и четырех рукописей в 4 дл., 252 листа. л. 165 об. В лето 6986 о поимании лукавых новгородцов (старосту купецкаго Марка Панфильева, болярыню новогородску Марфу Исакову). Из книги Степенной. Л. 167. К великому князю Русскому Александру Ярославичу р||Бычков А. Ф. Описание славянских и русских рукописных сборников Императорской публичной библиотеки. Вып. 1. СПб., 1878. С. 259-260.
Выписки из Сепенной книги|РНБ, Q.XVII.9|171 л. 1. Выписки из Степенной книги. 2. л. 131. О походе государя царя и великого князя Ивана Васильевича, всея Русии Самодержца, в великий и Богом спасаемый Новград и о потрясении граа грех ради наших.||
Степенная книга|РНБ, F.IV.117|XVII в, 882 л., скоропись. Степенная книга в 18 степенях, начинается с л. 37. Оканчивается 1630 г. Л. 803. Родословия княжеских и дворянских родов (без конца).|Книга Степенная царского родословия, иже в Рустей земли в благочестии просиявших. |Калайдович К., Строев П. Обстоятельное описание славяно-российских рукописей, хранящихся в библиотеке тайного советника, сенатора, двора его императорского величества действительного каммергера и кавалера графа Ф. А. Толстова. М., 1825.. С. 194. № 300.
Степенная книга|Типографская Библиотекса № 346 (395)|XVI в., 2о, 697 л. Вклад Ионы, архиепископа Новгородского в дом пресв. Богородицы славнаго ея Рождества во Владимире, 7103 (1594/5) года. Текст до Ивана IV.||
Степенная книга (Латухинская)|ГИМ, Музейское собрание № 1898|2о, XVIII в.||
Степенная книга|Типографская библиотека №347 (396)|XVI-XVII вв., 2о, 659 л., полуустав. Вклад в Кириллов монастырь, что на Белоозере. Степенная книга до 7006 (1498) г. с особым приложением жития и чудес св. Александра Невского.||
Степенная книга|Собрание Тверского музея № 57 (3466)|вторая  половина XVII в., 2о, 419 л., полуустав. Содержит девять граней и степеней. Дополнительные статьи по сравнению с печатным изданием Г. Миллера: 1. л. 1. Выписка из печатной истории киевской - "В лето от сотворения света 2144-го во второе же лето по||Сперанский М. Н. Описание рукописей Тверского музея. М., 1891. С. 62.
Степенная книга|Собрание Тверского Музея № 56(3148)|Рукопись в 4, на 809 листах, скоропись конца XVII в., в заглавиях киноварь. л. 1. История о Великом Новеграде или древний летописец словенороссийский о правнуцех Афетовых, иже от стран своих в полуденныя страны приидоша и нарицахуся скифия велика и паки о||Отчет Тв. Муз. 1886 г., № 291. Сперанский М. Н. Описание рукописей Тверского музея. М., 1891. С. 61-62.
Выборка из Степенной книги|собрание Тверского Музея  № 55 (3114)|Вторая половина XVIII в., 2о (малый лист), 358 л. Выборка из Степенной книги, продолженная до Екатерины I.  Выборка из Степенной книги. Продолженная до Екатерины I.||Сперанский М. Н. Описание рукописей Тверского музея. М., 1891. С. 61
Степенная книга|Типографская библиотека № 348 (397)|скоропись XVII в., 100 л. Кириллова монастыря Белозерского, казенная. Степенная книга до 7067 (1559) года. С житьем и чудесами Александра Невского.||
Степенная книга||XVII и XVIII вв., 2о, 610 л., скоропись. Текст Степенной книги. Завершается статьей: "Ратование на Крымски улусы морем". Нач.: "Тогда же воинство государево велением его одиша морем на Крымския улусы". В самом начале на л. 1 помещен текст "Лета 7080 апрел||Описание рукописей князя Павла Петровича Вяземского. 1902. (ОЛДП. Издания. № 119). № X. С. 107-108
Летописец келейный Димитрия Ростовского|Ростовский Спасо-Ярославский монастырь № 26|1758 г., 207 л., полуустав. В начале помещен Аполог от нравоучений Кирилла Александрийского. Нач.: Седящу коту в некоем преизрядном ветрограде. ||Рукописи Ростовского Спасо-Ярославского монастыря. С. 4.
Летописец келейный Димитрия Ростовского||XVIII в., 2о, 181 л., скоропись.||Титов А. А. Книгописные собрания в провинции. Вып. 1. Собрание преосвященного Амфилохия, епископа Угличского. М., 1892. С. 10.
Летописец келейный Димитрия Ростовского||XIX в., 2о, 355 л., скоропись. Здесь же помещена родословная в кругах, прибавленная владельцем.||Титов А. А. Книгописные собрания в провинции. Вып. 1. Собрание преосвященного Амфилохия, епископа Угличского. М., 1892. С. 10.
Летописец келейный Димитрия Ростовского|ОИДР № 225|XVIII в., 2о, 464 л., скоропись.||Рузский Н. В. Сведения о рукописях, содержащих в себе хождение в святую землю русского игумена Даниила в начале XII века. М., 1891. С. 119.
Летописец келейный Димитрия Ростовского|РГБ, собр. В. М. Ундольского № 215|С изображением Димитрия Ростовского||Викторов А.Е. Собрание славяно-русских рукописей В.М. Ундольского. М., 1870. С. 12
Летописец келейный Димитрия Ростовского|РГБ, собр. В. М. Ундольского № 1121|||Викторов А.Е. Собрание славяно-русских рукописей В.М. Ундольского. М., 1870. С. 12
Отрывок из Летописца келейного Димитрия Ростовского||4о, 60 л.||Общ. Ист. № 135. С. 49.
Летописец келейный Димитрия Ростовского||2о, 285 л.||Общ. Ист. № 134
Летописец келейный Димитрия Ростовского|Ростовский Спасо-Ярославский монастырь № 27|XVIII в., 2о, 430 л., скоропись, близкая к полууставу.||Рукописи Ростовского Спасо-Ярославского монастыря. С. 4.
Летописец келейный Димитрия Ростовского|Ростовский Спасо-Ярославский монастырь № 28|конец  XVIII в., 2о, 334 л., полуустав. Изящные заставки. Писан в Ростове в 1791 г.||Рукописи Ростовского Спасо-Ярославского монастыря. С. 4.
Летописец келейный Димитрия Ростовского|Ростовский Спасо-Ярославский монастырь № 29|конец XVII в., в 4о, 224 л., полуустав. Автограф. Писан в Украине.||Рукописи Ростовского Спасо-Ярославского монастыря. С. 4.
Летописец келейный Димитрия Ростовского|Ростовский Спасо-Ярославский монастырь № 30|конец XVIII в., 2о, 519 л., полуустав и скоропись. Копия с летописца св Димитрия (№ 29), писаная Авраамием. С поправками переписчика в тексте. ||Рукописи Ростовского Спасо-Ярославского монастыря. С. 4.
Летописец келейный Димитрия Ростовского|Рязанская семинария. Виторов.  № 6 (757)|XVIII в., 2о, около 400 л., скоропись.||Викторов А. Е. Описи рукописных собраний в книгохранилищах Северной России. Издание Археографической комиссии. СПб., 1890. С. 334.
Летописец келейный Димитрия Ростовского|Ростовский Спасо-Ярославский монастырь № 31|XVIII в., 2о, 393 л., полуустав.||Рукописи Ростовского Спасо-Ярославского монастыря. С. 4.
Летописец келейный Димитрия Ростовского|Археографической комиссии № 135|XVIII в., 2о, 224 л., скоропись, близкая к полууставу. На заглавном листе следующая надпись: "Из книг Стефана Писарева. Прислана ко мне во благословение из Ростова от тамошняго преосвященнаго митрополита Арсения 1763 года, генваря 12 дня". Поступила в Арх|Летописец келейный от начала миробытия до Рождества Христова, его ж архиерейскими трудами сочиненный|Барсуков Н. П. Рукописи Археографической комиссии. 1882. С. 59.
